resultNumber,censusMetropolitanArea,province,forwardSortationAreaCodes,testDurationInDays,averageRadonConcentrationInBqPerM3,averageThoronConcentrationInBqPerM3,latitude,longitude
1233,Brantford CMA,ON,N3S,101,178,14.0,43.1394,-80.2357
1234,Brantford CMA,ON,N3S,103,67,14.0,43.1394,-80.2357
1235,Brantford CMA,ON,N3S,136,34,20.0,43.1394,-80.2357
1236,Brantford CMA,ON,N3S,92,34,14.0,43.1394,-80.2357
1237,Brantford CMA,ON,N3S,91,75,14.0,43.1394,-80.2357
1238,Brantford CMA,ON,N3S,91,30,55.0,43.1394,-80.2357
1239,Brantford CMA,ON,N3S,117,28,14.0,43.1394,-80.2357
1240,Brantford CMA,ON,N3S,92,62,14.0,43.1394,-80.2357
1241,Brantford CMA,ON,N3S,97,199,18.0,43.1394,-80.2357
1242,Brantford CMA,ON,N3S,62,38,22.0,43.1394,-80.2357
1243,Brantford CMA,ON,N3S,90,88,14.0,43.1394,-80.2357
1244,Brantford CMA,ON,N3S,92,31,69.0,43.1394,-80.2357
1245,Brantford CMA,ON,N3S,89,35,17.0,43.1394,-80.2357
1246,Brantford CMA,ON,N3S,104,31,72.0,43.1394,-80.2357
1247,Brantford CMA,ON,N3S,91,14,111.0,43.1394,-80.2357
1248,Brantford CMA,ON,N3S,91,39,14.0,43.1394,-80.2357
1249,Brantford CMA,ON,N3T,93,59,14.0,43.131,-80.3254
1250,Brantford CMA,ON,N3T,92,41,16.0,43.131,-80.3254
1251,Brantford CMA,ON,N3T,96,56,14.0,43.131,-80.3254
1252,Brantford CMA,ON,N3T,116,369,14.0,43.131,-80.3254
1253,Brantford CMA,ON,N3T,90,54,14.0,43.131,-80.3254
1254,Brantford CMA,ON,N3T,90,71,14.0,43.131,-80.3254
1256,Brantford CMA,ON,N3T,92,48,17.0,43.131,-80.3254
1257,Brantford CMA,ON,N3T,84,56,14.0,43.131,-80.3254
1258,Brantford CMA,ON,N3T,91,79,29.0,43.131,-80.3254
1259,Brantford CMA,ON,N3T,91,396,14.0,43.131,-80.3254
1260,Brantford CMA,ON,N3T,92,82,14.0,43.131,-80.3254
1261,Brantford CMA,ON,N3T,92,150,14.0,43.131,-80.3254
1262,Brantford CMA,ON,N3T,91,98,14.0,43.131,-80.3254
1263,Brantford CMA,ON,N3T,91,118,14.0,43.131,-80.3254
1264,Brantford CMA,ON,N3T,94,55,14.0,43.131,-80.3254
1265,Brantford CMA,ON,N3T,91,72,14.0,43.131,-80.3254
1266,Brantford CMA,ON,N3T,90,225,14.0,43.131,-80.3254
1267,Brantford CMA,ON,N3T,95,61,14.0,43.131,-80.3254
1268,Brantford CMA,ON,N3T,97,148,14.0,43.131,-80.3254
1269,Brantford CMA,ON,N3T,103,46,14.0,43.131,-80.3254
1270,Brantford CMA,ON,N3T,95,46,14.0,43.131,-80.3254
1271,Brantford CMA,ON,N3T,94,237,14.0,43.131,-80.3254
1272,Greater Sudbury CMA,ON,P3A,91,129,14.0,46.5187,-80.934
1273,Greater Sudbury CMA,ON,P3A,90,27,14.0,46.5187,-80.934
1274,Greater Sudbury CMA,ON,P3A,91,158,14.0,46.5187,-80.934
1275,Greater Sudbury CMA,ON,P3A,92,64,14.0,46.5187,-80.934
1276,Greater Sudbury CMA,ON,P3A,109,90,14.0,46.5187,-80.934
1277,Greater Sudbury CMA,ON,P3A,94,108,14.0,46.5187,-80.934
1278,Greater Sudbury CMA,ON,P3A,95,49,14.0,46.5187,-80.934
1279,Greater Sudbury CMA,ON,P3A,90,108,14.0,46.5187,-80.934
1280,Greater Sudbury CMA,ON,P3A,91,139,14.0,46.5187,-80.934
1281,Greater Sudbury CMA,ON,P3A,92,165,14.0,46.5187,-80.934
1282,Greater Sudbury CMA,ON,P3A,93,108,14.0,46.5187,-80.934
1283,Greater Sudbury CMA,ON,P3A,94,71,14.0,46.5187,-80.934
1284,Greater Sudbury CMA,ON,P3A,91,65,14.0,46.5187,-80.934
1285,Greater Sudbury CMA,ON,P3A,102,134,20.0,46.5187,-80.934
1286,Greater Sudbury CMA,ON,P3A,100,92,14.0,46.5187,-80.934
1287,Greater Sudbury CMA,ON,P3A,86,153,14.0,46.5187,-80.934
1288,Greater Sudbury CMA,ON,P3A,93,60,14.0,46.5187,-80.934
1289,Greater Sudbury CMA,ON,P3A,99,91,14.0,46.5187,-80.934
1290,Greater Sudbury CMA,ON,P3A,87,67,14.0,46.5187,-80.934
1291,Greater Sudbury CMA,ON,P3A,159,137,14.0,46.5187,-80.934
1292,Greater Sudbury CMA,ON,P3A,91,65,16.0,46.5187,-80.934
1293,Greater Sudbury CMA,ON,P3A,99,324,14.0,46.5187,-80.934
1294,Greater Sudbury CMA,ON,P3A,90,93,14.0,46.5187,-80.934
1295,Greater Sudbury CMA,ON,P3A,91,85,14.0,46.5187,-80.934
1296,Greater Sudbury CMA,ON,P3A,117,45,14.0,46.5187,-80.934
1297,Greater Sudbury CMA,ON,P3A,93,57,14.0,46.5187,-80.934
1298,Greater Sudbury CMA,ON,P3B,92,298,14.0,46.4847,-80.9304
1299,Greater Sudbury CMA,ON,P3B,97,33,23.0,46.4847,-80.9304
1300,Greater Sudbury CMA,ON,P3B,110,106,14.0,46.4847,-80.9304
1301,Greater Sudbury CMA,ON,P3B,90,63,14.0,46.4847,-80.9304
1302,Greater Sudbury CMA,ON,P3B,91,66,14.0,46.4847,-80.9304
1305,Greater Sudbury CMA,ON,P3B,92,112,14.0,46.4847,-80.9304
1306,Greater Sudbury CMA,ON,P3B,91,100,14.0,46.4847,-80.9304
1307,Greater Sudbury CMA,ON,P3B,93,85,14.0,46.4847,-80.9304
1308,Greater Sudbury CMA,ON,P3B,111,174,21.0,46.4847,-80.9304
1309,Greater Sudbury CMA,ON,P3B,107,103,14.0,46.4847,-80.9304
1310,Greater Sudbury CMA,ON,P3B,103,24,14.0,46.4847,-80.9304
1311,Greater Sudbury CMA,ON,P3B,111,93,17.0,46.4847,-80.9304
1312,Greater Sudbury CMA,ON,P3B,122,192,14.0,46.4847,-80.9304
1313,Greater Sudbury CMA,ON,P3B,91,218,14.0,46.4847,-80.9304
1314,Greater Sudbury CMA,ON,P3B,96,248,14.0,46.4847,-80.9304
1315,Greater Sudbury CMA,ON,P3C,91,68,14.0,46.5133,-81.0225
1316,Greater Sudbury CMA,ON,P3C,91,33,14.0,46.5133,-81.0225
1317,Greater Sudbury CMA,ON,P3C,107,90,38.0,46.5133,-81.0225
1318,Greater Sudbury CMA,ON,P3C,99,77,14.0,46.5133,-81.0225
1319,Greater Sudbury CMA,ON,P3C,91,190,14.0,46.5133,-81.0225
1320,Greater Sudbury CMA,ON,P3C,109,31,14.0,46.5133,-81.0225
1321,Greater Sudbury CMA,ON,P3C,115,124,14.0,46.5133,-81.0225
1322,Greater Sudbury CMA,ON,P3C,92,98,14.0,46.5133,-81.0225
1323,Greater Sudbury CMA,ON,P3C,94,69,14.0,46.5133,-81.0225
1324,Greater Sudbury CMA,ON,P3C,91,196,14.0,46.5133,-81.0225
1325,Greater Sudbury CMA,ON,P3C,96,58,30.0,46.5133,-81.0225
1326,Greater Sudbury CMA,ON,P3C,91,85,21.0,46.5133,-81.0225
1327,Greater Sudbury CMA,ON,P3C,104,124,14.0,46.5133,-81.0225
1328,Greater Sudbury CMA,ON,P3C,103,47,14.0,46.5133,-81.0225
1329,Greater Sudbury CMA,ON,P3C,102,150,14.0,46.5133,-81.0225
1330,Greater Sudbury CMA,ON,P3C,169,16,14.0,46.5133,-81.0225
1331,Greater Sudbury CMA,ON,P3C,94,88,14.0,46.5133,-81.0225
1332,Greater Sudbury CMA,ON,P3C,92,454,27.0,46.5133,-81.0225
1333,Greater Sudbury CMA,ON,P3E,99,201,14.0,46.2676,-80.9063
1334,Greater Sudbury CMA,ON,P3E,91,88,14.0,46.2676,-80.9063
1335,Greater Sudbury CMA,ON,P3E,94,222,14.0,46.2676,-80.9063
1336,Greater Sudbury CMA,ON,P3E,90,232,14.0,46.2676,-80.9063
1337,Greater Sudbury CMA,ON,P3E,90,70,16.0,46.2676,-80.9063
1338,Greater Sudbury CMA,ON,P3E,91,42,14.0,46.2676,-80.9063
1339,Greater Sudbury CMA,ON,P3E,91,102,14.0,46.2676,-80.9063
1340,Greater Sudbury CMA,ON,P3E,91,267,103.0,46.2676,-80.9063
1341,Greater Sudbury CMA,ON,P3E,92,60,14.0,46.2676,-80.9063
1342,Greater Sudbury CMA,ON,P3E,90,26,23.0,46.2676,-80.9063
1343,Greater Sudbury CMA,ON,P3E,96,88,14.0,46.2676,-80.9063
1344,Greater Sudbury CMA,ON,P3E,90,94,14.0,46.2676,-80.9063
1345,Greater Sudbury CMA,ON,P3E,91,24,14.0,46.2676,-80.9063
1346,Greater Sudbury CMA,ON,P3E,93,112,14.0,46.2676,-80.9063
1347,Greater Sudbury CMA,ON,P3E,91,205,14.0,46.2676,-80.9063
1348,Greater Sudbury CMA,ON,P3E,98,736,14.0,46.2676,-80.9063
1349,Greater Sudbury CMA,ON,P3E,91,143,14.0,46.2676,-80.9063
1350,Greater Sudbury CMA,ON,P3E,98,289,14.0,46.2676,-80.9063
1351,Greater Sudbury CMA,ON,P3E,94,121,14.0,46.2676,-80.9063
1352,Greater Sudbury CMA,ON,P3E,96,125,14.0,46.2676,-80.9063
1353,Greater Sudbury CMA,ON,P3E,91,607,14.0,46.2676,-80.9063
1354,Greater Sudbury CMA,ON,P3G,95,106,14.0,46.4031,-80.9745
1355,Greater Sudbury CMA,ON,P3G,101,196,14.0,46.4031,-80.9745
1356,Greater Sudbury CMA,ON,P3G,121,87,14.0,46.4031,-80.9745
1357,Greater Sudbury CMA,ON,P3G,91,88,14.0,46.4031,-80.9745
1358,Greater Sudbury CMA,ON,P3G,91,24,14.0,46.4031,-80.9745
1359,Greater Sudbury CMA,ON,P3G,100,206,14.0,46.4031,-80.9745
1360,Greater Sudbury CMA,ON,P3G,91,120,14.0,46.4031,-80.9745
1361,Greater Sudbury CMA,ON,P3G,91,153,14.0,46.4031,-80.9745
1362,Greater Sudbury CMA,ON,P3G,94,384,14.0,46.4031,-80.9745
1363,Greater Sudbury CMA,ON,P3G,92,145,14.0,46.4031,-80.9745
1364,Greater Sudbury CMA,ON,P3G,91,70,14.0,46.4031,-80.9745
1365,Greater Sudbury CMA,ON,P3G,91,62,14.0,46.4031,-80.9745
1366,Guelph CMA,ON,N1C,91,125,14.0,43.4921,-80.2267
1367,Guelph CMA,ON,N1C,97,45,14.0,43.4921,-80.2267
1368,Guelph CMA,ON,N1C,83,311,14.0,43.4921,-80.2267
1369,Guelph CMA,ON,N1C,92,107,14.0,43.4921,-80.2267
1370,Guelph CMA,ON,N1C,90,44,14.0,43.4921,-80.2267
1371,Guelph CMA,ON,N1C,91,28,14.0,43.4921,-80.2267
1372,Guelph CMA,ON,N1C,95,81,16.0,43.4921,-80.2267
1373,Guelph CMA,ON,N1C,105,98,14.0,43.4921,-80.2267
1374,Guelph CMA,ON,N1C,66,42,14.0,43.4921,-80.2267
1375,Guelph CMA,ON,N1C,96,37,14.0,43.4921,-80.2267
1376,Guelph CMA,ON,N1C,91,39,14.0,43.4921,-80.2267
1377,Guelph CMA,ON,N1C,94,34,19.0,43.4921,-80.2267
1378,Guelph CMA,ON,N1C,93,56,14.0,43.4921,-80.2267
1379,Guelph CMA,ON,N1C,98,57,14.0,43.4921,-80.2267
1380,Guelph CMA,ON,N1E,95,89,14.0,43.5677,-80.2418
1381,Guelph CMA,ON,N1E,109,23,14.0,43.5677,-80.2418
1382,Guelph CMA,ON,N1E,91,129,14.0,43.5677,-80.2418
1383,Guelph CMA,ON,N1E,90,22,15.0,43.5677,-80.2418
1384,Guelph CMA,ON,N1E,91,43,14.0,43.5677,-80.2418
1385,Guelph CMA,ON,N1E,91,78,14.0,43.5677,-80.2418
1386,Guelph CMA,ON,N1E,122,18,14.0,43.5677,-80.2418
1387,Guelph CMA,ON,N1E,92,175,14.0,43.5677,-80.2418
1388,Guelph CMA,ON,N1E,99,52,17.0,43.5677,-80.2418
1389,Guelph CMA,ON,N1E,92,131,14.0,43.5677,-80.2418
1390,Guelph CMA,ON,N1E,92,211,14.0,43.5677,-80.2418
1391,Guelph CMA,ON,N1E,130,91,14.0,43.5677,-80.2418
1392,Guelph CMA,ON,N1E,92,228,14.0,43.5677,-80.2418
1393,Guelph CMA,ON,N1E,91,81,14.0,43.5677,-80.2418
1394,Guelph CMA,ON,N1E,109,56,14.0,43.5677,-80.2418
1395,Guelph CMA,ON,N1E,99,57,28.0,43.5677,-80.2418
1396,Guelph CMA,ON,N1E,95,48,20.0,43.5677,-80.2418
1397,Guelph CMA,ON,N1E,93,29,14.0,43.5677,-80.2418
1398,Guelph CMA,ON,N1G,102,38,14.0,43.5184,-80.2257
1399,Guelph CMA,ON,N1G,100,50,14.0,43.5184,-80.2257
1400,Guelph CMA,ON,N1G,104,196,14.0,43.5184,-80.2257
1401,Guelph CMA,ON,N1G,91,984,14.0,43.5184,-80.2257
1402,Guelph CMA,ON,N1G,93,166,14.0,43.5184,-80.2257
1403,Guelph CMA,ON,N1G,123,54,14.0,43.5184,-80.2257
1404,Guelph CMA,ON,N1G,91,80,14.0,43.5184,-80.2257
1405,Guelph CMA,ON,N1G,90,298,14.0,43.5184,-80.2257
1406,Guelph CMA,ON,N1G,91,150,29.0,43.5184,-80.2257
1407,Guelph CMA,ON,N1G,91,39,14.0,43.5184,-80.2257
1408,Guelph CMA,ON,N1G,91,69,14.0,43.5184,-80.2257
1409,Guelph CMA,ON,N1G,92,42,14.0,43.5184,-80.2257
1410,Guelph CMA,ON,N1G,92,73,14.0,43.5184,-80.2257
1411,Guelph CMA,ON,N1G,91,93,16.0,43.5184,-80.2257
1412,Guelph CMA,ON,N1G,104,54,14.0,43.5184,-80.2257
1413,Guelph CMA,ON,N1G,104,95,14.0,43.5184,-80.2257
1414,Guelph CMA,ON,N1G,92,128,20.0,43.5184,-80.2257
1415,Guelph CMA,ON,N1H,91,74,14.0,43.5588,-80.3004
1416,Guelph CMA,ON,N1H,93,24,14.0,43.5588,-80.3004
1417,Guelph CMA,ON,N1H,126,44,89.0,43.5588,-80.3004
1418,Guelph CMA,ON,N1H,91,58,14.0,43.5588,-80.3004
1419,Guelph CMA,ON,N1H,92,71,14.0,43.5588,-80.3004
1420,Guelph CMA,ON,N1H,101,73,22.0,43.5588,-80.3004
1421,Guelph CMA,ON,N1H,121,55,14.0,43.5588,-80.3004
1422,Guelph CMA,ON,N1H,93,51,16.0,43.5588,-80.3004
1423,Guelph CMA,ON,N1H,101,42,14.0,43.5588,-80.3004
1424,Guelph CMA,ON,N1H,96,51,14.0,43.5588,-80.3004
1425,Guelph CMA,ON,N1H,97,399,14.0,43.5588,-80.3004
1426,Guelph CMA,ON,N1H,146,107,14.0,43.5588,-80.3004
1427,Guelph CMA,ON,N1H,91,882,14.0,43.5588,-80.3004
1428,Guelph CMA,ON,N1H,91,84,14.0,43.5588,-80.3004
1429,Guelph CMA,ON,N1H,91,405,14.0,43.5588,-80.3004
1430,Guelph CMA,ON,N1H,91,66,14.0,43.5588,-80.3004
1431,Guelph CMA,ON,N1H,92,141,22.0,43.5588,-80.3004
1432,Guelph CMA,ON,N1H,97,49,14.0,43.5588,-80.3004
1433,Guelph CMA,ON,N1H,91,52,14.0,43.5588,-80.3004
1434,Guelph CMA,ON,N1H,93,38,17.0,43.5588,-80.3004
1435,Guelph CMA,ON,N1H,91,66,14.0,43.5588,-80.3004
1436,Guelph CMA,ON,N1H,91,61,14.0,43.5588,-80.3004
1437,Guelph CMA,ON,N1H,90,84,14.0,43.5588,-80.3004
1438,Guelph CMA,ON,N1H,90,47,14.0,43.5588,-80.3004
1439,Guelph CMA,ON,N1H,91,236,14.0,43.5588,-80.3004
1440,Guelph CMA,ON,N1K,91,92,14.0,43.526,-80.3051
1441,Guelph CMA,ON,N1K,90,63,14.0,43.526,-80.3051
1442,Guelph CMA,ON,N1K,91,39,14.0,43.526,-80.3051
1443,Guelph CMA,ON,N1K,91,72,14.0,43.526,-80.3051
1444,Guelph CMA,ON,N1K,91,58,14.0,43.526,-80.3051
1445,Guelph CMA,ON,N1K,92,34,14.0,43.526,-80.3051
1446,Guelph CMA,ON,N1K,167,80,14.0,43.526,-80.3051
1447,Guelph CMA,ON,N1K,95,59,14.0,43.526,-80.3051
1448,Guelph CMA,ON,N1K,90,68,14.0,43.526,-80.3051
1449,Guelph CMA,ON,N1K,60,120,14.0,43.526,-80.3051
1450,Guelph CMA,ON,N1K,122,82,14.0,43.526,-80.3051
1451,Guelph CMA,ON,N1K,96,29,14.0,43.526,-80.3051
1452,Guelph CMA,ON,N1L,92,59,19.0,43.516,-80.19
1453,Guelph CMA,ON,N1L,90,71,14.0,43.516,-80.19
1454,Guelph CMA,ON,N1L,91,432,14.0,43.516,-80.19
1455,Guelph CMA,ON,N1L,90,202,14.0,43.516,-80.19
1456,Guelph CMA,ON,N1L,92,240,14.0,43.516,-80.19
1457,Guelph CMA,ON,N1L,150,154,14.0,43.516,-80.19
1458,Guelph CMA,ON,N1L,100,284,14.0,43.516,-80.19
1459,Guelph CMA,ON,N1L,92,378,14.0,43.516,-80.19
1460,Guelph CMA,ON,N1L,113,166,14.0,43.516,-80.19
1461,Guelph CMA,ON,N1L,91,407,14.0,43.516,-80.19
1462,Guelph CMA,ON,N1L,105,379,14.0,43.516,-80.19
1463,Guelph CMA,ON,N1L,91,399,14.0,43.516,-80.19
1464,Guelph CMA,ON,N1L,105,207,14.0,43.516,-80.19
1465,Guelph CMA,ON,N1L,121,221,14.0,43.516,-80.19
1466,Guelph CMA,ON,N1L,91,281,14.0,43.516,-80.19
1467,Hamilton CMA,ON,L8E,111,24,14.0,43.2245,-79.6988
1468,Hamilton CMA,ON,L8E,102,90,14.0,43.2245,-79.6988
1469,Hamilton CMA,ON,L8E,93,52,14.0,43.2245,-79.6988
1470,Hamilton CMA,ON,L8G,91,160,14.0,43.2164,-79.7423
1471,Hamilton CMA,ON,L8G,60,82,14.0,43.2164,-79.7423
1472,Hamilton CMA,ON,L8G,91,45,14.0,43.2164,-79.7423
1473,Hamilton CMA,ON,L8H,124,32,14.0,43.2596,-79.7925
1474,Hamilton CMA,ON,L8H,90,26,14.0,43.2596,-79.7925
1475,Hamilton CMA,ON,L8H,201,158,14.0,43.2596,-79.7925
1476,Hamilton CMA,ON,L8J,91,23,14.0,43.1836,-79.721
1477,Hamilton CMA,ON,L8J,101,23,14.0,43.1836,-79.721
1478,Hamilton CMA,ON,L8J,93,69,14.0,43.1836,-79.721
1479,Hamilton CMA,ON,L8J,91,96,14.0,43.1836,-79.721
1480,Hamilton CMA,ON,L8J,91,84,14.0,43.1836,-79.721
1481,Hamilton CMA,ON,L8J,92,36,14.0,43.1836,-79.721
1482,Hamilton CMA,ON,L8K,91,36,14.0,43.2211,-79.7994
1483,Hamilton CMA,ON,L8K,91,83,17.0,43.2211,-79.7994
1484,Hamilton CMA,ON,L8K,101,52,14.0,43.2211,-79.7994
1485,Hamilton CMA,ON,L8K,95,36,14.0,43.2211,-79.7994
1486,Hamilton CMA,ON,L8L,91,18,14.0,43.2783,-79.8344
1487,Hamilton CMA,ON,L8L,101,34,14.0,43.2783,-79.8344
1488,Hamilton CMA,ON,L8L,92,20,14.0,43.2783,-79.8344
1489,Hamilton CMA,ON,L8L,93,38,14.0,43.2783,-79.8344
1490,Hamilton CMA,ON,L8M,92,46,14.0,43.2441,-79.8359
1491,Hamilton CMA,ON,L8M,91,73,14.0,43.2441,-79.8359
1492,Hamilton CMA,ON,L8N,91,41,14.0,43.4017,-80.017
1493,Hamilton CMA,ON,L8N,97,63,14.0,43.4017,-80.017
1494,Hamilton CMA,ON,L8N,90,69,14.0,43.4017,-80.017
1495,Hamilton CMA,ON,L8N,101,38,14.0,43.4017,-80.017
1496,Hamilton CMA,ON,L8N,95,40,14.0,43.4017,-80.017
1497,Hamilton CMA,ON,L8N,91,195,14.0,43.4017,-80.017
1498,Hamilton CMA,ON,L8P,91,55,14.0,43.2514,-79.8925
1499,Hamilton CMA,ON,L8P,93,44,14.0,43.2514,-79.8925
1500,Hamilton CMA,ON,L8P,113,32,18.0,43.2514,-79.8925
1501,Hamilton CMA,ON,L8P,103,51,14.0,43.2514,-79.8925
1502,Hamilton CMA,ON,L8P,97,59,17.0,43.2514,-79.8925
1503,Hamilton CMA,ON,L8R,90,25,14.0,43.2726,-79.8792
1504,Hamilton CMA,ON,L8R,94,55,21.0,43.2726,-79.8792
1505,Hamilton CMA,ON,L8R,92,118,180.0,43.2726,-79.8792
1506,Hamilton CMA,ON,L8S,97,169,14.0,43.2606,-79.9161
1507,Hamilton CMA,ON,L8S,138,117,14.0,43.2606,-79.9161
1508,Hamilton CMA,ON,L8S,91,115,21.0,43.2606,-79.9161
1509,Hamilton CMA,ON,L8S,97,69,19.0,43.2606,-79.9161
1510,Hamilton CMA,ON,L8T,90,77,14.0,43.2199,-79.8286
1511,Hamilton CMA,ON,L8T,156,116,14.0,43.2199,-79.8286
1512,Hamilton CMA,ON,L8T,95,215,26.0,43.2199,-79.8286
1513,Hamilton CMA,ON,L8T,93,133,14.0,43.2199,-79.8286
1514,Hamilton CMA,ON,L8T,90,50,14.0,43.2199,-79.8286
1515,Hamilton CMA,ON,L8V,91,57,22.0,43.2266,-79.8499
1516,Hamilton CMA,ON,L8V,92,115,14.0,43.2266,-79.8499
1517,Hamilton CMA,ON,L8V,90,33,17.0,43.2266,-79.8499
1518,Hamilton CMA,ON,L8V,94,62,14.0,43.2266,-79.8499
1519,Hamilton CMA,ON,L8V,102,33,14.0,43.2266,-79.8499
1520,Hamilton CMA,ON,L8W,92,51,14.0,43.1958,-79.8458
1521,Hamilton CMA,ON,L8W,91,88,14.0,43.1958,-79.8458
1522,Hamilton CMA,ON,L8W,91,248,14.0,43.1958,-79.8458
1523,Hamilton CMA,ON,L8W,91,58,14.0,43.1958,-79.8458
1524,Hamilton CMA,ON,L9A,91,72,14.0,43.2271,-79.871
1525,Hamilton CMA,ON,L9A,92,66,14.0,43.2271,-79.871
1526,Hamilton CMA,ON,L9A,97,41,14.0,43.2271,-79.871
1527,Hamilton CMA,ON,L9A,91,96,14.0,43.2271,-79.871
1528,Hamilton CMA,ON,L9A,97,75,14.0,43.2271,-79.871
1529,Hamilton CMA,ON,L9B,107,78,14.0,43.2055,-79.9004
1530,Hamilton CMA,ON,L9B,92,87,14.0,43.2055,-79.9004
1531,Hamilton CMA,ON,L9B,91,59,14.0,43.2055,-79.9004
1532,Hamilton CMA,ON,L9C,90,61,14.0,43.2313,-79.9049
1533,Hamilton CMA,ON,L9C,126,34,47.0,43.2313,-79.9049
1534,Hamilton CMA,ON,L9C,90,363,14.0,43.2313,-79.9049
1535,Hamilton CMA,ON,L9C,90,116,14.0,43.2313,-79.9049
1536,Hamilton CMA,ON,L9C,94,398,14.0,43.2313,-79.9049
1537,Hamilton CMA,ON,L9C,95,83,14.0,43.2313,-79.9049
1538,Hamilton CMA,ON,L9G,91,133,14.0,43.1836,-79.9902
1539,Hamilton CMA,ON,L9G,96,160,14.0,43.1836,-79.9902
1540,Hamilton CMA,ON,L9G,92,149,14.0,43.1836,-79.9902
1541,Hamilton CMA,ON,L9G,152,59,14.0,43.1836,-79.9902
1542,Hamilton CMA,ON,L9G,94,45,14.0,43.1836,-79.9902
1543,Hamilton CMA,ON,L9G,92,54,24.0,43.1836,-79.9902
1544,Hamilton CMA,ON,L9H,97,103,14.0,43.2638,-79.9524
1545,Hamilton CMA,ON,L9H,92,176,14.0,43.2638,-79.9524
1546,Hamilton CMA,ON,L9H,104,216,14.0,43.2638,-79.9524
1547,Hamilton CMA,ON,L9H,113,104,14.0,43.2638,-79.9524
1548,Hamilton CMA,ON,L9H,91,145,14.0,43.2638,-79.9524
1549,Hamilton CMA,ON,L9K,92,39,14.0,43.225,-79.9427
1550,Hamilton CMA,ON,L9K,91,49,14.0,43.225,-79.9427
1551,Hamilton CMA,ON,L9K,96,35,14.0,43.225,-79.9427
1552,Hamilton CMA,ON,L9K,92,99,14.0,43.225,-79.9427
1553,Hamilton CMA,ON,L9K,97,61,14.0,43.225,-79.9427
1554,Kingston CMA,ON,K7K,93,134,29.0,44.2569,-76.4717
1555,Kingston CMA,ON,K7K,91,167,14.0,44.2569,-76.4717
1556,Kingston CMA,ON,K7K,91,92,71.0,44.2569,-76.4717
1557,Kingston CMA,ON,K7K,94,50,73.0,44.2569,-76.4717
1558,Kingston CMA,ON,K7K,94,75,14.0,44.2569,-76.4717
1559,Kingston CMA,ON,K7K,95,101,16.0,44.2569,-76.4717
1560,Kingston CMA,ON,K7K,93,36,14.0,44.2569,-76.4717
1561,Kingston CMA,ON,K7K,94,93,14.0,44.2569,-76.4717
1562,Kingston CMA,ON,K7K,91,352,14.0,44.2569,-76.4717
1563,Kingston CMA,ON,K7K,91,83,14.0,44.2569,-76.4717
1564,Kingston CMA,ON,K7K,100,130,14.0,44.2569,-76.4717
1565,Kingston CMA,ON,K7K,104,99,14.0,44.2569,-76.4717
1566,Kingston CMA,ON,K7K,97,27,14.0,44.2569,-76.4717
1567,Kingston CMA,ON,K7K,102,128,14.0,44.2569,-76.4717
1568,Kingston CMA,ON,K7K,92,186,14.0,44.2569,-76.4717
1569,Kingston CMA,ON,K7K,105,328,14.0,44.2569,-76.4717
1570,Kingston CMA,ON,K7K,91,78,14.0,44.2569,-76.4717
1571,Kingston CMA,ON,K7K,91,124,24.0,44.2569,-76.4717
1572,Kingston CMA,ON,K7K,91,329,14.0,44.2569,-76.4717
1573,Kingston CMA,ON,K7K,95,170,14.0,44.2569,-76.4717
1574,Kingston CMA,ON,K7K,82,92,14.0,44.2569,-76.4717
1575,Kingston CMA,ON,K7K,91,94,14.0,44.2569,-76.4717
1576,Kingston CMA,ON,K7K,90,213,20.0,44.2569,-76.4717
1577,Kingston CMA,ON,K7L,91,57,14.0,44.2955,-76.428
1578,Kingston CMA,ON,K7L,91,67,14.0,44.2955,-76.428
1579,Kingston CMA,ON,K7L,96,93,14.0,44.2955,-76.428
1580,Kingston CMA,ON,K7L,92,101,14.0,44.2955,-76.428
1581,Kingston CMA,ON,K7L,91,31,22.0,44.2955,-76.428
1582,Kingston CMA,ON,K7L,96,134,14.0,44.2955,-76.428
1583,Kingston CMA,ON,K7L,93,74,14.0,44.2955,-76.428
1584,Kingston CMA,ON,K7L,90,96,34.0,44.2955,-76.428
1585,Kingston CMA,ON,K7L,123,152,14.0,44.2955,-76.428
1586,Kingston CMA,ON,K7L,91,89,14.0,44.2955,-76.428
1587,Kingston CMA,ON,K7L,91,70,14.0,44.2955,-76.428
1588,Kingston CMA,ON,K7L,91,97,18.0,44.2955,-76.428
1589,Kingston CMA,ON,K7L,94,29,14.0,44.2955,-76.428
1590,Kingston CMA,ON,K7L,91,88,14.0,44.2955,-76.428
1591,Kingston CMA,ON,K7L,92,28,14.0,44.2955,-76.428
1592,Kingston CMA,ON,K7L,90,58,14.0,44.2955,-76.428
1593,Kingston CMA,ON,K7L,97,237,14.0,44.2955,-76.428
1594,Kingston CMA,ON,K7L,91,49,14.0,44.2955,-76.428
1595,Kingston CMA,ON,K7L,97,198,14.0,44.2955,-76.428
1596,Kingston CMA,ON,K7L,95,271,14.0,44.2955,-76.428
1597,Kingston CMA,ON,K7L,90,283,14.0,44.2955,-76.428
1598,Kingston CMA,ON,K7M,91,50,25.0,44.2411,-76.5788
1599,Kingston CMA,ON,K7M,90,117,14.0,44.2411,-76.5788
1600,Kingston CMA,ON,K7M,91,210,14.0,44.2411,-76.5788
1601,Kingston CMA,ON,K7M,118,114,14.0,44.2411,-76.5788
1602,Kingston CMA,ON,K7M,93,79,14.0,44.2411,-76.5788
